date,country,country_name,area,region,values.Retail & recreation,values.Grocery & pharmacy,values.Parks,values.Transit stations,values.Workplace,values.Residential
2020-03-29,US,United States,Illinois,Hamilton County,-50%,n/a,n/a,n/a,-33%,n/a
2020-03-29,US,United States,Illinois,Hancock County,-44%,-16%,n/a,n/a,-24%,n/a
2020-03-29,US,United States,Illinois,Henderson County,n/a,n/a,n/a,n/a,-23%,n/a
2020-03-29,US,United States,Illinois,Henry County,-44%,-18%,n/a,-35%,-31%,+18%
2020-03-29,US,United States,Illinois,Iroquois County,-38%,-2%,n/a,-39%,-24%,+3%
2020-03-29,US,United States,Illinois,Jackson County,-47%,-14%,+22%,n/a,-33%,+18%
2020-03-29,US,United States,Illinois,Jasper County,-41%,n/a,n/a,n/a,-27%,n/a
2020-03-29,US,United States,Illinois,Jefferson County,-37%,-21%,n/a,-10%,-39%,+14%
2020-03-29,US,United States,Illinois,Jersey County,-39%,+10%,n/a,n/a,-23%,n/a
2020-03-29,US,United States,Illinois,Jo Daviess County,-59%,-13%,n/a,n/a,-38%,n/a
2020-03-29,US,United States,Illinois,Johnson County,-22%,n/a,-20%,n/a,-35%,n/a
2020-03-29,US,United States,Illinois,Kane County,-57%,-27%,-20%,-46%,-39%,+14%
2020-03-29,US,United States,Illinois,Kankakee County,-48%,-20%,n/a,-15%,-29%,+11%
2020-03-29,US,United States,Illinois,Kendall County,-46%,-28%,-25%,n/a,-38%,+17%
2020-03-29,US,United States,Illinois,Knox County,-50%,+3%,n/a,-31%,-32%,+16%
2020-03-29,US,United States,Illinois,LaSalle County,-53%,+0%,-62%,-18%,-32%,+11%
2020-03-29,US,United States,Illinois,Lake County,-57%,-25%,-36%,-58%,-41%,+14%
2020-03-29,US,United States,Illinois,Lawrence County,-17%,n/a,n/a,n/a,-17%,n/a
2020-03-29,US,United States,Illinois,Lee County,-39%,-18%,n/a,n/a,-24%,+13%
2020-03-29,US,United States,Illinois,Livingston County,-44%,-1%,n/a,n/a,-27%,+17%
2020-03-29,US,United States,Illinois,Logan County,-40%,-31%,n/a,n/a,-25%,+6%
2020-03-29,US,United States,Illinois,Macon County,-43%,-14%,n/a,-20%,-30%,+10%
2020-03-29,US,United States,Illinois,Macoupin County,-40%,+1%,n/a,n/a,-30%,+17%
2020-03-29,US,United States,Illinois,Madison County,-39%,-17%,+58%,-24%,-34%,+10%
2020-03-29,US,United States,Illinois,Marion County,-39%,-5%,n/a,n/a,-33%,+14%
2020-03-29,US,United States,Illinois,Marshall County,-72%,n/a,n/a,n/a,-39%,n/a
2020-03-29,US,United States,Illinois,Mason County,-32%,+4%,n/a,n/a,-27%,n/a
2020-03-29,US,United States,Illinois,Massac County,-48%,-18%,n/a,n/a,-22%,n/a
2020-03-29,US,United States,Illinois,McDonough County,-40%,-13%,n/a,n/a,-28%,+0%
2020-03-29,US,United States,Illinois,McHenry County,-54%,-23%,-26%,-61%,-38%,+13%
2020-03-29,US,United States,Illinois,McLean County,-53%,-28%,+1%,-37%,-41%,+12%
2020-03-29,US,United States,Illinois,Menard County,-62%,n/a,n/a,n/a,-42%,n/a
2020-03-29,US,United States,Illinois,Mercer County,-63%,n/a,n/a,n/a,-33%,n/a
2020-03-29,US,United States,Illinois,Monroe County,-37%,-12%,n/a,n/a,-33%,+16%
2020-03-29,US,United States,Illinois,Montgomery County,-37%,-13%,n/a,n/a,-28%,+1%
2020-03-29,US,United States,Illinois,Morgan County,-39%,-3%,n/a,-14%,-34%,+6%
2020-03-29,US,United States,Illinois,Moultrie County,-56%,n/a,n/a,n/a,-26%,n/a
2020-03-29,US,United States,Illinois,Ogle County,-46%,-9%,n/a,n/a,-27%,+17%
2020-03-29,US,United States,Illinois,Peoria County,-50%,-19%,-16%,-45%,-35%,+11%
2020-03-29,US,United States,Illinois,Perry County,-35%,-4%,n/a,n/a,-28%,n/a
2020-03-29,US,United States,Illinois,Piatt County,-55%,n/a,n/a,n/a,-26%,n/a
2020-03-29,US,United States,Illinois,Pike County,-36%,-11%,n/a,n/a,-19%,n/a
2020-03-29,US,United States,Illinois,Pulaski County,n/a,n/a,n/a,n/a,-33%,n/a
2020-03-29,US,United States,Illinois,Putnam County,n/a,n/a,n/a,n/a,-38%,n/a
2020-03-29,US,United States,Illinois,Randolph County,-24%,+9%,n/a,n/a,-24%,+10%
2020-03-29,US,United States,Illinois,Richland County,-32%,-11%,n/a,n/a,-19%,n/a
2020-03-29,US,United States,Illinois,Rock Island County,-50%,+0%,-55%,-57%,-36%,+10%
2020-03-29,US,United States,Illinois,Saline County,-20%,+1%,n/a,n/a,-24%,n/a
2020-03-29,US,United States,Illinois,Sangamon County,-47%,-18%,+31%,-38%,-36%,+10%
2020-03-29,US,United States,Illinois,Schuyler County,-55%,n/a,n/a,n/a,-29%,n/a
2020-03-29,US,United States,Illinois,Shelby County,-20%,n/a,n/a,n/a,-31%,n/a
2020-03-29,US,United States,Illinois,St. Clair County,-45%,-13%,+52%,-26%,-34%,+10%
2020-03-29,US,United States,Illinois,Stark County,n/a,n/a,n/a,n/a,-36%,n/a
2020-03-29,US,United States,Illinois,Stephenson County,-44%,-27%,n/a,n/a,-30%,+17%
2020-03-29,US,United States,Illinois,Tazewell County,-41%,-9%,-15%,n/a,-33%,+11%
2020-03-29,US,United States,Illinois,Union County,-8%,-5%,n/a,n/a,-23%,n/a
2020-03-29,US,United States,Illinois,Vermilion County,-39%,-15%,n/a,-31%,-26%,+9%
2020-03-29,US,United States,Illinois,Wabash County,-33%,-17%,n/a,n/a,-32%,n/a
2020-03-29,US,United States,Illinois,Warren County,-48%,+0%,n/a,n/a,-20%,n/a
2020-03-29,US,United States,Illinois,Washington County,-58%,+0%,n/a,n/a,-40%,n/a
2020-03-29,US,United States,Illinois,Wayne County,-30%,-8%,n/a,n/a,-24%,n/a
2020-03-29,US,United States,Illinois,White County,-23%,-7%,n/a,n/a,-23%,n/a
2020-03-29,US,United States,Illinois,Whiteside County,-53%,-24%,n/a,n/a,-30%,+18%
2020-03-29,US,United States,Illinois,Will County,-54%,-27%,-36%,-28%,-36%,+14%
2020-03-29,US,United States,Illinois,Williamson County,-33%,-15%,-45%,-16%,-32%,+17%
2020-03-29,US,United States,Illinois,Winnebago County,-47%,-30%,-40%,-40%,-36%,+11%
2020-03-29,US,United States,Illinois,Woodford County,-61%,-5%,n/a,n/a,-34%,+15%
2020-03-29,US,United States,n/a,Alabama,-41%,-13%,+19%,-30%,-32%,+9%
2020-03-29,US,United States,n/a,Alaska,-48%,-27%,+18%,-55%,-33%,+10%
2020-03-29,US,United States,n/a,Arizona,-40%,-17%,-7%,-41%,-33%,+10%
2020-03-29,US,United States,n/a,Arkansas,-29%,-7%,+81%,-22%,-27%,+7%
2020-03-29,US,United States,n/a,California,-50%,-24%,-38%,-54%,-39%,+15%
2020-03-29,US,United States,n/a,Colorado,-51%,-27%,-12%,-60%,-40%,+13%
2020-03-29,US,United States,n/a,Connecticut,-56%,-32%,-52%,-64%,-38%,+15%
2020-03-29,US,United States,n/a,Delaware,-47%,-28%,-6%,-57%,-37%,+12%
2020-03-29,US,United States,n/a,District of Columbia,-64%,-30%,-41%,-68%,-47%,+14%
2020-03-29,US,United States,n/a,Florida,-50%,-26%,-48%,-63%,-41%,+13%
2020-03-29,US,United States,n/a,Georgia,-42%,-17%,-2%,-52%,-37%,+11%
2020-03-29,US,United States,n/a,Hawaii,-56%,-36%,-65%,-72%,-45%,+16%
2020-03-29,US,United States,n/a,Idaho,-42%,-18%,+25%,-34%,-38%,+10%
2020-03-29,US,United States,n/a,Illinois,-53%,-24%,-29%,-55%,-39%,+13%
2020-03-29,US,United States,n/a,Indiana,-48%,-25%,+24%,-34%,-36%,+11%
2020-03-29,US,United States,n/a,Iowa,-43%,-10%,+41%,-28%,-29%,+10%
2020-03-29,US,United States,n/a,Kansas,-36%,-14%,+72%,-20%,-30%,+9%
2020-03-29,US,United States,n/a,Kentucky,-37%,-11%,+68%,-34%,-34%,+9%
2020-03-29,US,United States,n/a,Louisiana,-45%,-16%,-18%,-49%,-35%,+11%
2020-03-29,US,United States,n/a,Maine,-50%,-22%,-24%,-56%,-31%,+10%
2020-03-29,US,United States,n/a,Maryland,-45%,-25%,+29%,-51%,-39%,+13%
2020-03-29,US,United States,n/a,Massachusetts,-59%,-36%,-56%,-73%,-42%,+16%
2020-03-29,US,United States,n/a,Michigan,-58%,-28%,+15%,-55%,-43%,+12%
2020-03-29,US,United States,n/a,Minnesota,-58%,-35%,-16%,-64%,-38%,+14%
2020-03-29,US,United States,n/a,Mississippi,-32%,-7%,+27%,-29%,-30%,+9%
2020-03-29,US,United States,n/a,Missouri,-38%,-12%,+73%,-34%,-32%,+9%
2020-03-29,US,United States,n/a,Montana,-51%,-25%,+28%,-37%,-37%,+10%
2020-03-29,US,United States,n/a,Nebraska,-34%,-9%,+109%,-18%,-24%,+8%
2020-03-29,US,United States,n/a,Nevada,-47%,-23%,-38%,-62%,-52%,+14%
2020-03-29,US,United States,n/a,New Hampshire,-58%,-35%,-63%,-63%,-38%,+13%
2020-03-29,US,United States,n/a,New Jersey,-59%,-33%,-36%,-70%,-44%,+16%
2020-03-29,US,United States,n/a,New Mexico,-44%,-18%,-12%,-31%,-34%,+11%
2020-03-29,US,United States,n/a,New York,-62%,-32%,-47%,-68%,-46%,+16%
2020-03-29,US,United States,n/a,North Carolina,-40%,-15%,+13%,-51%,-35%,+10%
2020-03-29,US,United States,n/a,North Dakota,-44%,-13%,+73%,-36%,-24%,+9%
2020-03-29,US,United States,n/a,Ohio,-43%,-19%,+117%,-33%,-35%,+10%
2020-03-29,US,United States,n/a,Oklahoma,-36%,-12%,+29%,-23%,-32%,+9%
2020-03-29,US,United States,n/a,Oregon,-51%,-25%,-22%,-47%,-38%,+12%
2020-03-29,US,United States,n/a,Pennsylvania,-50%,-27%,+7%,-52%,-38%,+12%
2020-03-29,US,United States,n/a,Rhode Island,-55%,-30%,-50%,-67%,-37%,+14%
2020-03-29,US,United States,n/a,South Carolina,-38%,-11%,-4%,-34%,-34%,+9%
2020-03-29,US,United States,n/a,South Dakota,-35%,-3%,+126%,-31%,-25%,+8%
2020-03-29,US,United States,n/a,Tennessee,-35%,-9%,+35%,-35%,-34%,+8%
2020-03-29,US,United States,n/a,Texas,-45%,-23%,-27%,-47%,-36%,+13%
2020-03-29,US,United States,n/a,Utah,-41%,-14%,+26%,-44%,-40%,+10%
2020-03-29,US,United States,n/a,Vermont,-62%,-42%,-55%,-71%,-43%,+13%
2020-03-29,US,United States,n/a,Virginia,-39%,-16%,+46%,-50%,-36%,+11%
2020-03-29,US,United States,n/a,Washington,-48%,-26%,-11%,-56%,-41%,+13%
2020-03-29,US,United States,n/a,West Virginia,-38%,-16%,+52%,-31%,-33%,+8%
2020-03-29,US,United States,n/a,Wisconsin,-55%,-30%,-12%,-50%,-34%,+13%
2020-03-29,US,United States,n/a,Wyoming,-37%,-13%,+29%,-14%,-29%,+8%
2020-03-29,US,United States,Delaware,Kent County,-45%,-32%,+2%,-50%,-35%,+11%
2020-03-29,US,United States,Delaware,New Castle County,-48%,-31%,+5%,-60%,-37%,+13%
2020-03-29,US,United States,Delaware,Sussex County,-46%,-23%,-5%,-40%,-36%,+11%
2020-03-29,US,United States,West Virginia,Barbour County,-47%,-9%,n/a,n/a,-16%,n/a
2020-03-29,US,United States,West Virginia,Berkeley County,-35%,-20%,-9%,-55%,-32%,+9%
2020-03-29,US,United States,West Virginia,Boone County,-40%,-13%,n/a,n/a,-20%,n/a
2020-03-29,US,United States,West Virginia,Braxton County,-31%,n/a,n/a,-30%,-38%,n/a
2020-03-29,US,United States,West Virginia,Brooke County,-31%,-10%,n/a,n/a,-24%,n/a
2020-03-29,US,United States,West Virginia,Cabell County,-47%,-20%,n/a,-37%,-34%,+9%
2020-03-29,US,United States,West Virginia,Fayette County,-21%,-9%,n/a,n/a,-26%,+7%
2020-03-29,US,United States,West Virginia,Grant County,-51%,+9%,n/a,n/a,-25%,n/a
2020-03-29,US,United States,West Virginia,Greenbrier County,-40%,-16%,n/a,n/a,-41%,+0%
2020-03-29,US,United States,West Virginia,Hampshire County,-26%,-1%,n/a,n/a,-20%,n/a
2020-03-29,US,United States,West Virginia,Hancock County,-37%,-1%,n/a,n/a,-32%,+10%
2020-03-29,US,United States,West Virginia,Hardy County,-29%,-13%,n/a,n/a,-23%,n/a
2020-03-29,US,United States,West Virginia,Harrison County,-43%,-18%,-24%,-47%,-31%,+19%
2020-03-29,US,United States,West Virginia,Jackson County,-33%,-32%,n/a,-11%,-33%,n/a
2020-03-29,US,United States,West Virginia,Jefferson County,-39%,-39%,+17%,n/a,-43%,+20%
2020-03-29,US,United States,West Virginia,Kanawha County,-44%,-14%,-2%,-43%,-33%,+8%
2020-03-29,US,United States,West Virginia,Lewis County,-33%,-7%,n/a,n/a,-40%,n/a
2020-03-29,US,United States,West Virginia,Lincoln County,n/a,n/a,n/a,n/a,-39%,n/a
2020-03-29,US,United States,West Virginia,Logan County,-32%,-16%,n/a,n/a,-24%,n/a
2020-03-29,US,United States,West Virginia,Marion County,-38%,-21%,n/a,n/a,-34%,+20%
2020-03-29,US,United States,West Virginia,Marshall County,-29%,-18%,n/a,n/a,-27%,+1%
2020-03-29,US,United States,West Virginia,Mason County,-36%,-8%,n/a,n/a,-28%,n/a
2020-03-29,US,United States,West Virginia,McDowell County,n/a,-13%,n/a,n/a,-18%,n/a
2020-03-29,US,United States,West Virginia,Mercer County,-44%,-16%,-36%,-30%,-35%,+15%
2020-03-29,US,United States,West Virginia,Mineral County,-28%,-4%,n/a,n/a,-24%,-2%
2020-03-29,US,United States,West Virginia,Mingo County,-63%,n/a,n/a,n/a,-37%,n/a
2020-03-29,US,United States,West Virginia,Monongalia County,-48%,-23%,+60%,-35%,-44%,+25%
2020-03-29,US,United States,West Virginia,Monroe County,n/a,n/a,n/a,n/a,-32%,n/a
2020-03-29,US,United States,West Virginia,Morgan County,-38%,-19%,n/a,n/a,-34%,n/a
2020-03-29,US,United States,West Virginia,Nicholas County,-28%,-12%,n/a,n/a,-30%,n/a
2020-03-29,US,United States,West Virginia,Ohio County,-40%,+11%,-34%,-19%,-38%,+16%
2020-03-29,US,United States,West Virginia,Pleasants County,-50%,n/a,n/a,n/a,-40%,n/a
2020-03-29,US,United States,West Virginia,Pocahontas County,-74%,n/a,+4%,n/a,-55%,n/a
2020-03-29,US,United States,West Virginia,Preston County,-36%,-5%,n/a,n/a,-25%,n/a
2020-03-29,US,United States,West Virginia,Putnam County,-33%,-16%,n/a,-9%,-41%,+21%
2020-03-29,US,United States,West Virginia,Raleigh County,-42%,-24%,n/a,-35%,-37%,+15%
2020-03-29,US,United States,West Virginia,Randolph County,-27%,-9%,n/a,n/a,-17%,n/a
2020-03-29,US,United States,West Virginia,Ritchie County,-49%,n/a,n/a,n/a,-45%,n/a
2020-03-29,US,United States,West Virginia,Roane County,-25%,n/a,n/a,n/a,-42%,n/a
2020-03-29,US,United States,West Virginia,Summers County,+4%,n/a,n/a,n/a,-39%,n/a
2020-03-29,US,United States,West Virginia,Taylor County,-13%,-32%,n/a,n/a,-41%,n/a
2020-03-29,US,United States,West Virginia,Tucker County,n/a,-14%,n/a,n/a,-37%,n/a
2020-03-29,US,United States,West Virginia,Tyler County,n/a,n/a,n/a,n/a,-29%,n/a
2020-03-29,US,United States,West Virginia,Upshur County,-28%,-24%,n/a,n/a,-25%,n/a
2020-03-29,US,United States,West Virginia,Wayne County,-1%,-10%,n/a,n/a,-28%,+0%
2020-03-29,US,United States,West Virginia,Webster County,n/a,n/a,n/a,n/a,-38%,n/a
2020-03-29,US,United States,West Virginia,Wetzel County,-39%,-15%,n/a,n/a,-31%,n/a
2020-03-29,US,United States,West Virginia,Wood County,-40%,-12%,-21%,n/a,-31%,+9%
2020-03-29,US,United States,West Virginia,Wyoming County,-66%,n/a,n/a,n/a,-32%,n/a
2020-03-29,IE,Ireland,n/a,County Carlow,-83%,-35%,-52%,-64%,-48%,+9%
2020-03-29,IE,Ireland,n/a,County Cavan,-81%,-39%,-41%,-57%,-45%,+21%
2020-03-29,IE,Ireland,n/a,County Clare,-78%,-30%,-54%,-74%,-49%,+25%
2020-03-29,IE,Ireland,n/a,County Cork,-81%,-40%,-54%,-73%,-51%,+19%
2020-03-29,IE,Ireland,n/a,County Donegal,-81%,-39%,-49%,-56%,-47%,+21%
2020-03-29,IE,Ireland,n/a,County Dublin,-85%,-35%,-64%,-82%,-58%,+21%
2020-03-29,IE,Ireland,n/a,County Galway,-82%,-36%,-60%,-68%,-51%,+21%
2020-03-29,IE,Ireland,n/a,County Kerry,-83%,-44%,-54%,-76%,-53%,+22%
2020-03-29,IE,Ireland,n/a,County Kildare,-84%,-36%,-66%,-71%,-51%,+21%
2020-03-29,IE,Ireland,n/a,County Kilkenny,-82%,-37%,-65%,-77%,-47%,+23%
2020-03-29,IE,Ireland,n/a,County Laois,-79%,-40%,n/a,-77%,-48%,+22%
2020-03-29,IE,Ireland,n/a,County Leitrim,-93%,-41%,n/a,n/a,-50%,n/a
2020-03-29,IE,Ireland,n/a,County Limerick,-82%,-35%,-57%,-74%,-46%,+21%
2020-03-29,IE,Ireland,n/a,County Longford,-77%,-40%,n/a,n/a,-45%,n/a
2020-03-29,IE,Ireland,n/a,County Louth,-84%,-39%,-67%,-84%,-49%,+24%
2020-03-29,IE,Ireland,n/a,County Mayo,-85%,-44%,-31%,-78%,-47%,+22%
2020-03-29,IE,Ireland,n/a,County Meath,-80%,-33%,-54%,-59%,-49%,+21%
2020-03-29,IE,Ireland,n/a,County Monaghan,-80%,-43%,n/a,-58%,-49%,+18%
2020-03-29,IE,Ireland,n/a,County Offaly,-79%,-38%,-40%,-65%,-47%,+22%
2020-03-29,IE,Ireland,n/a,County Roscommon,-86%,-38%,n/a,n/a,-43%,+18%
2020-03-29,IE,Ireland,n/a,County Sligo,-89%,-44%,-48%,-69%,-44%,+9%
2020-03-29,IE,Ireland,n/a,County Tipperary,-80%,-36%,-61%,-73%,-46%,+21%
2020-03-29,IE,Ireland,n/a,County Waterford,-87%,-45%,-75%,-77%,-46%,+20%
2020-03-29,IE,Ireland,n/a,County Westmeath,-85%,-48%,-45%,-75%,-52%,+24%
2020-03-29,IE,Ireland,n/a,County Wexford,-83%,-42%,-70%,-71%,-52%,+22%
2020-03-29,IE,Ireland,n/a,County Wicklow,-89%,-40%,-79%,-76%,-53%,+27%
2020-03-29,US,United States,Oregon,Baker County,-44%,-14%,n/a,-12%,-31%,n/a
2020-03-29,US,United States,Oregon,Benton County,-60%,-35%,-5%,-51%,-46%,+25%
2020-03-29,US,United States,Oregon,Clackamas County,-51%,-23%,-15%,-44%,-38%,+13%
2020-03-29,US,United States,Oregon,Clatsop County,-60%,-34%,-58%,-61%,-44%,+17%
2020-03-29,US,United States,Oregon,Columbia County,-44%,-22%,+2%,n/a,-34%,+19%
2020-03-29,US,United States,Oregon,Coos County,-45%,-24%,-48%,n/a,-38%,+15%
2020-03-29,US,United States,Oregon,Crook County,-30%,-15%,n/a,n/a,-29%,-1%
2020-03-29,US,United States,Oregon,Curry County,-48%,-26%,-24%,n/a,-35%,n/a
2020-03-29,US,United States,Oregon,Deschutes County,-50%,-24%,-10%,-66%,-42%,+11%
2020-03-29,US,United States,Oregon,Douglas County,-38%,-18%,-10%,-13%,-33%,+9%
2020-03-29,US,United States,Oregon,Grant County,-72%,-19%,n/a,n/a,-30%,n/a
2020-03-29,US,United States,Oregon,Harney County,-38%,+11%,n/a,n/a,-20%,n/a
2020-03-29,US,United States,Oregon,Hood River County,-56%,-11%,-12%,n/a,-51%,n/a
2020-03-29,US,United States,Oregon,Jackson County,-46%,-19%,+12%,-49%,-34%,+9%
2020-03-29,US,United States,Oregon,Jefferson County,-38%,-13%,n/a,-32%,-36%,+0%
2020-03-29,US,United States,Oregon,Josephine County,-40%,-19%,+27%,-33%,-30%,+9%
2020-03-29,US,United States,Oregon,Klamath County,-37%,-11%,+21%,-14%,-33%,+8%
2020-03-29,US,United States,Oregon,Lake County,-67%,n/a,n/a,n/a,-26%,n/a
2020-03-29,US,United States,Oregon,Lane County,-52%,-28%,-29%,-65%,-40%,+12%
2020-03-29,US,United States,Oregon,Lincoln County,-62%,-29%,-53%,n/a,-52%,+17%
2020-03-29,US,United States,Oregon,Linn County,-44%,-25%,-9%,-29%,-32%,+11%
2020-03-29,US,United States,Oregon,Malheur County,-33%,-15%,n/a,+2%,-23%,+7%
2020-03-29,US,United States,Oregon,Marion County,-48%,-23%,-26%,-33%,-34%,+12%
2020-03-29,US,United States,Oregon,Morrow County,-51%,n/a,n/a,-7%,-19%,n/a
2020-03-29,US,United States,Oregon,Multnomah County,-61%,-29%,-23%,-58%,-41%,+14%
2020-03-29,US,United States,Oregon,Polk County,-42%,-23%,-5%,n/a,-39%,+13%
2020-03-29,US,United States,Oregon,Sherman County,n/a,n/a,n/a,-37%,n/a,n/a
2020-03-29,US,United States,Oregon,Tillamook County,-61%,-27%,-50%,n/a,-37%,-1%
2020-03-29,US,United States,Oregon,Umatilla County,-30%,-6%,-13%,-23%,-28%,+8%
2020-03-29,US,United States,Oregon,Union County,-39%,-35%,n/a,-17%,-29%,+0%
2020-03-29,US,United States,Oregon,Wallowa County,-63%,-14%,n/a,n/a,-30%,n/a
2020-03-29,US,United States,Oregon,Wasco County,-45%,-22%,-9%,n/a,-41%,+7%
2020-03-29,US,United States,Oregon,Washington County,-53%,-31%,-6%,-47%,-41%,+14%
2020-03-29,US,United States,Oregon,Yamhill County,-42%,-24%,+11%,-63%,-39%,+12%
2020-03-29,US,United States,Nevada,Carson City,-36%,-13%,-3%,n/a,-35%,+18%
2020-03-29,US,United States,Nevada,Churchill County,-27%,-11%,n/a,n/a,-28%,+5%
2020-03-29,US,United States,Nevada,Clark County,-48%,-26%,-47%,-66%,-56%,+15%
2020-03-29,US,United States,Nevada,Douglas County,-58%,-35%,-35%,n/a,-47%,+18%
2020-03-29,US,United States,Nevada,Elko County,-40%,+10%,+7%,-11%,-35%,+17%
2020-03-29,US,United States,Nevada,Humboldt County,-46%,-1%,n/a,-40%,-20%,n/a
2020-03-29,US,United States,Nevada,Lander County,-59%,-12%,n/a,n/a,-41%,n/a
2020-03-29,US,United States,Nevada,Lyon County,-14%,-5%,n/a,-10%,-27%,+15%
2020-03-29,US,United States,Nevada,Mineral County,n/a,n/a,n/a,-29%,n/a,n/a
2020-03-29,US,United States,Nevada,Nye County,-26%,-15%,-52%,-20%,-40%,+13%
2020-03-29,US,United States,Nevada,Pershing County,n/a,n/a,n/a,+6%,-32%,n/a
2020-03-29,US,United States,Nevada,Storey County,-73%,n/a,n/a,n/a,-38%,n/a
2020-03-29,US,United States,Nevada,Washoe County,-44%,-21%,+6%,-64%,-42%,+12%
2020-03-29,US,United States,Nevada,White Pine County,-65%,-4%,n/a,-4%,-23%,n/a
2020-03-29,US,United States,Virginia,Accomack County,-30%,-18%,n/a,n/a,-26%,+13%
2020-03-29,US,United States,Virginia,Albemarle County,-50%,-30%,+36%,-55%,-47%,+23%
2020-03-29,US,United States,Virginia,Alexandria,-54%,-22%,+49%,-58%,-44%,+16%
2020-03-29,US,United States,Virginia,Alleghany County,-32%,n/a,n/a,-12%,-23%,n/a
2020-03-29,US,United States,Virginia,Amelia County,-31%,-18%,n/a,n/a,-35%,n/a
2020-03-29,US,United States,Virginia,Amherst County,-9%,-7%,n/a,n/a,-23%,+8%
2020-03-29,US,United States,Virginia,Appomattox County,-20%,+2%,n/a,n/a,-30%,n/a
2020-03-29,US,United States,Virginia,Arlington County,-62%,-32%,+8%,-82%,-50%,+16%
2020-03-29,US,United States,Virginia,Augusta County,-39%,-16%,-22%,+52%,-22%,+8%
2020-03-29,US,United States,Virginia,Bath County,n/a,n/a,-70%,n/a,n/a,n/a
2020-03-29,US,United States,Virginia,Bedford County,-27%,-8%,n/a,n/a,-34%,+14%
2020-03-29,US,United States,Virginia,Bland County,n/a,n/a,n/a,-19%,-32%,n/a
2020-03-29,US,United States,Virginia,Botetourt County,-59%,-11%,n/a,-20%,-44%,+14%
2020-03-29,US,United States,Virginia,Bristol,-20%,-12%,n/a,n/a,-32%,n/a
2020-03-29,US,United States,Virginia,Brunswick County,-37%,n/a,n/a,-50%,-11%,n/a
2020-03-29,US,United States,Virginia,Buchanan County,-18%,+6%,n/a,n/a,-29%,n/a
2020-03-29,US,United States,Virginia,Buckingham County,-7%,-3%,n/a,n/a,-22%,n/a
2020-03-29,US,United States,Virginia,Buena Vista,-31%,-14%,n/a,n/a,-38%,n/a
2020-03-29,US,United States,Virginia,Campbell County,-26%,-13%,n/a,n/a,-33%,+13%
2020-03-29,US,United States,Virginia,Caroline County,-42%,-20%,-70%,-37%,-26%,+17%
2020-03-29,US,United States,Virginia,Carroll County,-15%,+12%,n/a,-16%,-19%,+4%
2020-03-29,US,United States,Virginia,Charles City County,n/a,n/a,n/a,n/a,-34%,n/a
2020-03-29,US,United States,Virginia,Charlotte County,-20%,+20%,n/a,n/a,-28%,n/a
2020-03-29,US,United States,Virginia,Charlottesville,-68%,-30%,-39%,-58%,-49%,+15%
2020-03-29,US,United States,Virginia,Chesapeake,-35%,-18%,+35%,-18%,-36%,+9%
2020-03-29,US,United States,Virginia,Chesterfield County,-40%,-21%,+27%,-19%,-39%,+10%
2020-03-29,US,United States,Virginia,Clarke County,-43%,-19%,n/a,n/a,-36%,n/a
2020-03-29,US,United States,Virginia,Colonial Heights,-46%,-26%,n/a,n/a,-34%,n/a
2020-03-29,US,United States,Virginia,Covington,-27%,-9%,n/a,n/a,-26%,n/a
2020-03-29,US,United States,Virginia,Craig County,n/a,n/a,n/a,n/a,-24%,n/a
2020-03-29,US,United States,Virginia,Culpeper County,-33%,-12%,n/a,n/a,-28%,+16%
